municipio,uf,titulo,escolas_conectadas_nivel_4_5,eti_matriculas_fomentadas,eti_valor_fomentado,cnca_cantinhos,cnca_escolas,cnca_val_cantinhos,cnca_articuladores,cnca_val_articuladores,cnca_val_materiais,cnca_val_formacao,cnca_total_investido,pdm_estudantes,pdm_valor,pacto_obras,pacto_previsto,pacto_repassado,sel_creches,sel_creches_val,sel_eti,sel_eti_val,sel_onibus,sel_onibus_val,sesu_consolidacao,sesu_expansao,sesu_total,setec_consolidacao,setec_expansao,setec_total,hu_valor,fundeb_2023,fundeb_2024,fundeb_2025,fundeb_2026,fundeb_VAAF,fundeb_VAAT,fundeb_VAAR,pnae_escolas,pnae_valor,pnate_estudantes,pnate_valor,if_matriculas,if_numero,if_campi,uf_campi,uf_instituicoes,uf_matriculas,eti_serie_historica_alunos,distorcao_idade_serie,ica_alfabetizacao
Crato,CE,BRIEFING – Visita Ministerial - Crato (CE),"53 (70,7%) - ESTADO: 4.039 (67,6%)",490 - ESTADO: 58.266,"R$ 3,32 milhões - ESTADO: R$ 337,66 milhões",87 - ESTADO: 8.583,43 - ESTADO: 4.333,"R$ 107,44 mil - ESTADO: R$ 10,60 milhões",1 - ESTADO: 250,"R$ 33,60 mil - ESTADO: R$ 8,96 milhões","R$ 0 - ESTADO: R$ 19,95 milhões","R$ 0 - ESTADO: R$ 25,67 milhões","R$ 141,04 mil - ESTADO: R$ 65,18 milhões",7.998 - ESTADO: 491.452,"R$ 23,62 milhões - ESTADO: R$ 1,56 bilhões",1 - ESTADO: 203,"R$ 0 - ESTADO: R$ 302,27 milhões","R$ 0 - ESTADO: R$ 187,24 milhões",2 - ESTADO: 115,"R$ 8,82 milhões - ESTADO: R$ 496,48 milhões",1 - ESTADO: 59,"R$ 11,09 milhões - ESTADO: R$ 613,61 milhões",1 - ESTADO: 213,"R$ 0 - ESTADO: R$ 101,35 milhões","R$ 16,03 milhões - ESTADO: R$ 314,64 milhões","R$ 0 - ESTADO: R$ 60,00 milhões","R$ 16,03 milhões - ESTADO: R$ 374,64 milhões","R$ 0 - ESTADO: R$ 53,58 milhões","R$ 0 - ESTADO: R$ 150,00 milhões","R$ 0 - ESTADO: R$ 203,58 milhões","R$ 0 - ESTADO: R$ 227,55 milhões","R$ 133,23 milhões - ESTADO: R$ 12,82 bilhões","R$ 154,16 milhões - ESTADO: R$ 15,80 bilhões","R$ 174,90 milhões - ESTADO: R$ 18,58 bilhões","R$ 73,76 milhões - ESTADO: R$ 7,96 bilhões","R$ 18,06 milhões - ESTADO: R$ 2,04 bilhões","R$ 15,95 milhões - ESTADO: R$ 1,53 bilhões","R$ 2,93 milhões - ESTADO: R$ 168,89 milhões",64 - ESTADO: 6.159,"R$ 8,51 milhões - ESTADO: R$ 1,07 bilhões",4.149 - ESTADO: 366.134,"R$ 3,36 milhões - ESTADO: R$ 272,70 milhões",1.707 - ESTADO: 57.114,1 - ESTADO: 1,1 - ESTADO: 33,1 - ESTADO: 16,1 - ESTADO: 3,376 - ESTADO: 36.176,"26,9% em 2023 para 30,5% em 2025 - ESTADO: 44,69% em 2023 para 53,14% em 2025 (De 706.054 para 827.455 alunos)","De 20,6% em 2023 para 13,2% em 2025 - ESTADO: De 15,2% em 2023 para 11,8% em 2025","De 93,55%* em 2023 para 92% em 2025 - ESTADO: De 84,50%* em 2023 para 84% em 2025"
