municipio,cod_ibge,uf,titulo,escolas_conectadas_nivel_4_5,eti_matriculas_fomentadas,eti_valor_fomentado,cnca_cantinhos,cnca_escolas,cnca_val_cantinhos,cnca_articuladores,cnca_val_articuladores,cnca_val_materiais,cnca_val_formacao,cnca_total_investido,pdm_estudantes,pdm_valor,pacto_obras,pacto_previsto,pacto_repassado,sel_creches,sel_creches_val,sel_eti,sel_eti_val,sel_onibus,sel_onibus_val,sesu_consolidacao,sesu_expansao,sesu_total,setec_consolidacao,setec_expansao,setec_total,hu_valor,fundeb_2023,fundeb_2024,fundeb_2025,fundeb_2026,fundeb_VAAF,fundeb_VAAT,fundeb_VAAR,pnae_escolas,pnae_valor,pnate_estudantes,pnate_valor,if_matriculas,if_numero,if_campi,uf_campi,uf_instituicoes,uf_matriculas,eti_serie_historica_alunos,distorcao_idade_serie,ica_alfabetizacao
Boa Esperança,2927408,MG,BRIEFING – Visita Ministerial - Boa Esperança (MG),"17 (73,9%) - ESTADO: 9.001 (74,6%)",70 - ESTADO: 152.294,"R$ 434,95 mil - ESTADO: R$ 502,23 milhões",42 - ESTADO: 19.001,12 - ESTADO: 5.671,"R$ 51,87 mil - ESTADO: R$ 23,47 milhões",1 - ESTADO: 996,"R$ 31,20 mil - ESTADO: R$ 34,26 milhões","R$ 0 - ESTADO: R$ 22,61 milhões","R$ 0 - ESTADO: R$ 66,96 milhões","R$ 83,07 mil - ESTADO: R$ 147,29 milhões",1.230 - ESTADO: 600.667,"R$ 3,08 milhões - ESTADO: R$ 1,66 bilhões",0 - ESTADO: 123,"R$ 0 - ESTADO: R$ 143,25 milhões","R$ 0 - ESTADO: R$ 80,10 milhões",0 - ESTADO: 131,"R$ 0 - ESTADO: R$ 540,33 milhões",0 - ESTADO: 34,"R$ 0 - ESTADO: R$ 321,94 milhões",0 - ESTADO: 199,"R$ 0 - ESTADO: R$ 94,46 milhões","R$ 0 - ESTADO: R$ 393,92 milhões","R$ 0 - ESTADO: R$ 60,00 milhões","R$ 0 - ESTADO: R$ 453,92 milhões","R$ 0 - ESTADO: R$ 208,35 milhões","R$ 0 - ESTADO: R$ 225,00 milhões","R$ 0 - ESTADO: R$ 433,35 milhões","R$ 0 - ESTADO: R$ 303,46 milhões","R$ 23,22 milhões - ESTADO: R$ 23,86 bilhões","R$ 27,26 milhões - ESTADO: R$ 26,99 bilhões","R$ 38,19 milhões - ESTADO: R$ 29,21 bilhões","R$ 10,94 milhões - ESTADO: R$ 7,69 bilhões","Não se aplica - ESTADO: R$ 0,00 milhões","R$ 1,44 milhões - ESTADO: R$ 109,04 milhões","Não se aplica - ESTADO: R$ 47,12 milhões",16 - ESTADO: 12.958,"R$ 1,97 milhões - ESTADO: R$ 1,59 bilhões",498 - ESTADO: 356.504,"R$ 150,48 mil - ESTADO: R$ 208,01 milhões",0 - ESTADO: 188.823,0 - ESTADO: 6,0 - ESTADO: 67,Não se aplica - ESTADO: 39,Não se aplica - ESTADO: 11,Não se aplica - ESTADO: 149.580,"21,3% em 2023 para 25,0% em 2025 - ESTADO: 14,86% em 2023 para 18,44% em 2025 (De 488.605 para 599.370 matrículas)","De 14,3% em 2023 para 10,7% em 2025 - ESTADO: De 17,1% em 2023 para 13,7% em 2025","De 53,83%* em 2023 para 72% em 2025 - ESTADO: De 59,81%* em 2023 para 74% em 2025"
