municipio,cod_ibge,uf,titulo,escolas_conectadas_nivel_4_5,eti_matriculas_fomentadas,eti_valor_fomentado,cnca_cantinhos,cnca_escolas,cnca_val_cantinhos,cnca_articuladores,cnca_val_articuladores,cnca_val_materiais,cnca_val_formacao,cnca_total_investido,pdm_estudantes,pdm_valor,pacto_obras,pacto_previsto,pacto_repassado,sel_creches,sel_creches_val,sel_eti,sel_eti_val,sel_onibus,sel_onibus_val,sesu_consolidacao,sesu_expansao,sesu_total,setec_consolidacao,setec_expansao,setec_total,hu_valor,fundeb_2023,fundeb_2024,fundeb_2025,fundeb_2026,fundeb_VAAF,fundeb_VAAT,fundeb_VAAR,pnae_escolas,pnae_valor,pnate_estudantes,pnate_valor,if_matriculas,if_numero,if_campi,uf_campi,uf_instituicoes,uf_matriculas,eti_serie_historica_alunos,distorcao_idade_serie,ica_alfabetizacao
Matão,2927408,SP,BRIEFING – Visita Ministerial - Matão (SP),"43 (91,5%) - ESTADO: 12.520 (65,3%)",0 - ESTADO: 281.930,"R$ 0,00 - ESTADO: R$ 874,02 milhões",64 - ESTADO: 24.659,13 - ESTADO: 5.374,"R$ 79,04 mil - ESTADO: R$ 30,45 milhões",1 - ESTADO: 917,"R$ 31,20 mil - ESTADO: R$ 32,28 milhões","R$ 0 - ESTADO: R$ 44,09 milhões","R$ 0 - ESTADO: R$ 60,74 milhões","R$ 110,24 mil - ESTADO: R$ 167,56 milhões",1.564 - ESTADO: 981.386,"R$ 4,07 milhões - ESTADO: R$ 2,47 bilhões",0 - ESTADO: 43,"R$ 0 - ESTADO: R$ 61,67 milhões","R$ 0 - ESTADO: R$ 36,64 milhões",0 - ESTADO: 94,"R$ 0 - ESTADO: R$ 445,03 milhões",0 - ESTADO: 41,"R$ 0 - ESTADO: R$ 410,05 milhões",0 - ESTADO: 30,"R$ 0 - ESTADO: R$ 14,84 milhões","R$ 0 - ESTADO: R$ 272,31 milhões","R$ 0 - ESTADO: R$ 60,00 milhões","R$ 0 - ESTADO: R$ 332,31 milhões","R$ 2,25 milhões - ESTADO: R$ 150,20 milhões","R$ 0 - ESTADO: R$ 370,00 milhões","R$ 2,25 milhões - ESTADO: R$ 520,20 milhões","R$ 0 - ESTADO: R$ 281,50 milhões","R$ 37,81 milhões - ESTADO: R$ 51,98 bilhões","R$ 44,28 milhões - ESTADO: R$ 59,17 bilhões","R$ 45,73 milhões - ESTADO: R$ 62,34 bilhões","R$ 19,58 milhões - ESTADO: R$ 25,94 bilhões","Não se aplica - ESTADO: R$ 0,00 milhões","Não se aplica - ESTADO: R$ 51,03 milhões","Não se aplica - ESTADO: R$ 88,21 milhões",29 - ESTADO: 22.485,"R$ 2,99 milhões - ESTADO: R$ 3,73 bilhões",189 - ESTADO: 224.939,"R$ 128,62 mil - ESTADO: R$ 127,52 milhões",1.048 - ESTADO: 67.859,1 - ESTADO: 1,1 - ESTADO: 41,0 - ESTADO: 13,0 - ESTADO: 3,0 - ESTADO: 40.926,"31,4% em 2023 para 34,4% em 2025 - ESTADO: 25,97% em 2023 para 29,74% em 2025 (De 1.878.010 para 2.025.782 alunos)","De 8,2% em 2023 para 7,7% em 2025 - ESTADO: De 11,8% em 2023 para 9,8% em 2025","De 64,39%* em 2023 para 70% em 2025 - ESTADO: De 51,91%* em 2023 para 61% em 2025"
Bauru,2927409,SP,BRIEFING – Visita Ministerial - Bauru (SP),"106 (70,2%) - ESTADO: 12.520 (65,3%)",106 - ESTADO: 281.930,"R$ 258,83 mil - ESTADO: R$ 874,02 milhões",199 - ESTADO: 24.659,34 - ESTADO: 5.374,"R$ 245,77 mil - ESTADO: R$ 30,45 milhões",1 - ESTADO: 917,"R$ 31,20 mil - ESTADO: R$ 32,28 milhões","R$ 0 - ESTADO: R$ 44,09 milhões","R$ 0 - ESTADO: R$ 60,74 milhões","R$ 276,96 mil - ESTADO: R$ 167,56 milhões",6.300 - ESTADO: 981.386,"R$ 14,18 milhões - ESTADO: R$ 2,47 bilhões",0 - ESTADO: 43,"R$ 0 - ESTADO: R$ 61,67 milhões","R$ 0 - ESTADO: R$ 36,64 milhões",0 - ESTADO: 94,"R$ 0 - ESTADO: R$ 445,03 milhões",0 - ESTADO: 41,"R$ 0 - ESTADO: R$ 410,05 milhões",0 - ESTADO: 30,"R$ 0 - ESTADO: R$ 14,84 milhões","R$ 0 - ESTADO: R$ 272,31 milhões","R$ 0 - ESTADO: R$ 60,00 milhões","R$ 0 - ESTADO: R$ 332,31 milhões","R$ 4,71 milhões - ESTADO: R$ 150,20 milhões","R$ 0 - ESTADO: R$ 370,00 milhões","R$ 4,71 milhões - ESTADO: R$ 520,20 milhões","R$ 0 - ESTADO: R$ 281,50 milhões","R$ 149,20 milhões - ESTADO: R$ 51,98 bilhões","R$ 174,60 milhões - ESTADO: R$ 59,17 bilhões","R$ 190,53 milhões - ESTADO: R$ 62,34 bilhões","R$ 77,98 milhões - ESTADO: R$ 25,94 bilhões","Não se aplica - ESTADO: R$ 0,00 milhões","Não se aplica - ESTADO: R$ 51,03 milhões","Não se aplica - ESTADO: R$ 88,21 milhões",179 - ESTADO: 22.485,"R$ 29,97 milhões - ESTADO: R$ 3,73 bilhões",404 - ESTADO: 224.939,"R$ 82,09 mil - ESTADO: R$ 127,52 milhões",410 - ESTADO: 67.859,1 - ESTADO: 1,1 - ESTADO: 41,0 - ESTADO: 13,0 - ESTADO: 3,0 - ESTADO: 40.926,"27,5% em 2023 para 30,3% em 2025 - ESTADO: 25,97% em 2023 para 29,74% em 2025 (De 1.878.010 para 2.025.782 alunos)","De 10,0% em 2023 para 9,8% em 2025 - ESTADO: De 11,8% em 2023 para 9,8% em 2025","De 43,75%* em 2023 para 46% em 2025 - ESTADO: De 51,91%* em 2023 para 61% em 2025"
