uf,escolas_conectadas_nivel_4_5,territorio,titulo,eti_matriculas_fomentadas,eti_valor_fomentado,cnca_cantinho_leitura,cnca_escolas_apoiadas,cnca_valor_cantinhos,cnca_qtd_articuladores_total,cnca_articuladores_renalpha_2026,cnca_valor_materiais,cnca_valor_formacao,cnca_total_investido,pdm_estudantes_beneficiados,pdm_valor_investido,pdm_abrangencia,pdm_referencia,obras_total_aprovadas,obras_valor_previsto,obras_valor_repassado,novo_pac_creches,novo_pac_creches_valor_previsto,novo_pac_eti,novo_pac_eti_valor_previsto,novo_pac_onibus,novo_pac_onibus_valor_previsto,novo_pac_superior_consolidacao,novo_pac_superior_expansao,novo_pac_superior_total_previsto,lista_obras_sesu_dinamica,novo_pac_ept_consolidacao,novo_pac_ept_total_previsto,novopac_ept_expansao_qtd,novo_pac_ept_expansao,lista_obras_setec_dinamica,lista_expansao_setec_dinamica,novo_pac_hu_valor_previsto,lista_obras_hu_dinamica,fundeb_2023,fundeb_2024,fundeb_2025,fundeb_2026,fundeb_valor_repassado_VAAF,fundeb_valor_repassado_VAAT,fundeb_valor_repassado_VAAR,pnae_escolas_apoiadas,pnae_valor_investido,pnae_abrangencia,pnae_referencia,pnate_estudantes_beneficiados,pnate_valor_investido,pnate_abrangencia,pnate_referencia,if_matriculas,if_numero,if_campi,uf_campi,uf_instituicoes,uf_matriculas_graduacao,eti_pct_alunos_inicial,eti_ano_inicial,eti_pct_alunos_final,eti_ano_final,eti_matriculas_inicial,eti_matriculas_final,eti_brasil_pct_alunos_inicial,eti_brasil_ano_inicial,eti_brasil_pct_alunos_final,eti_brasil_ano_final,eti_brasil_matriculas_inicial,eti_brasil_matriculas_final,pdm_taxa_distorcao_inicial,pdm_taxa_distorcao_ano_inicial,pdm_taxa_distorcao_final,pdm_taxa_distorcao_ano_final,pdm_brasil_taxa_distorcao_inicial,pdm_brasil_taxa_distorcao_ano_inicial,pdm_brasil_taxa_distorcao_final,pdm_brasil_taxa_distorcao_ano_final
MG,"8.893 (73,7 %)",MINAS GERAIS,BRIEFING – Visita Ministerial - MINAS GERAIS,35.486 | Brasil: 667.619,"R$ 167,64 milhões | Brasil: R$ 3,05 bilhões",19.001,5.671,"R$ 23,47 milhões",996,"R$ 34,26 milhões","R$ 22,61 milhões","R$ 66,96 milhões","R$ 147,29 milhões",600.667,"R$ 1,66  bilhões",2024-2026,Março/2026,123,"R$ 143,25  milhões","R$ 80,10  milhões",131,"R$ 540,33  milhões",34,"R$ 321,94  milhões",193,"R$ 92,00  milhões","R$ 393,92 milhões","R$ 60,00 milhões - 1 Campus (Ipatinga)","R$ 453,92 milhões","11 Estruturas Acadêmicas - R$ 175,26 milhões | 8 Salas de Aula - R$ 92,10 milhões | 7 Restaurante Universitário - R$ 13,30 milhões | 7 Complexo Esportivo - R$ 58,80 milhões | 12 Infraestrutura e Urbanização - R$ 32,46 milhões | 2 Laboratórios - R$ 12,50 milhões | 2 Biblioteca - R$ 4,20 milhões | 1 Moradia Estudantil - R$ 5,30 milhões","R$ 208,35 milhões","R$ 433,35 milhões",9,"R$ 225,00 milhões - 9 campi","5 Equipamento Restaurante - R$ 2,75 milhões | 3 Sede de Campus - R$ 41,06 milhões | 1 Sede Reitoria - R$ 10,00 milhões | 5 Demais Obras - R$ 10,92 milhões | 7 Estruturas Acadêmicas - R$ 17,50 milhões | 1 Laboratórios - R$ 2,68 milhões | 8 Equipamento - R$ 10,91 milhões | 4 Complexo Esportivo - R$ 7,40 milhões | 6 Infraestrutura - R$ 6,99 milhões | 33 Restaurante Estudantil - R$ 57,63 milhões | 3 Sala de Aula - R$ 19,97 milhões | 10 Biblioteca - R$ 15,00 milhões | 1 Sede de Campus AX - R$ 5,53 milhões",Contagem | Belo Horizonte | Caratinga | São João Nepomuceno | Minas Novas | Bom Despacho | João Monlevade | Sete Lagoas | Itajubá,"R$ 303,46 milhões","Reforma da GO e Centro Obstétrico e Reforma com ampliação do Berçário .  - R$ 11,50 milhões | Reforma com ampliação: Hospital Dia, Farmácia oncológica e SPDA +UTR - R$ 8,50 milhões | Obras de retomada do Novo Hospital Universitário de Juiz de Fora - R$ 216,38 milhões | Finalização de obra do novo HU. - R$ 67,08 milhões","R$ 23,86 bilhões","R$ 26,99 bilhões","R$ 29,21 bilhões","R$ 6,84 bilhões",R$ 0,"R$ 109,04 milhões","R$ 47,12 milhões",12.958,"R$ 1,59 bilhões",2023-2026,Março/26,356.504,"R$ 208,01 milhões",2023-2026,Março/26,"163,5 mil",5,58,39,13,149.058,"34,86%",2023,"18,44%",2025,488.605,599.370,"20,86%",2023,"25,82%",2025,7.308.315,8.830.779,"22,1%",2023,"13,7%",2025,"21,6%",2023,"17,6%",2025
